"County","FIPS","Prevalent Count"
"Hall County","48191","102"
"Hamilton County","48193","99"
"Hansford County","48195","109"
"Hardeman County","48197","64"
"Hardin County","48199","1,199"
"Harris County","48201","102,440"
"Harrison County","48203","1,514"
"Hartley County","48205","*"
"Haskell County","48207","107"
"Hays County","48209","2,546"
"Hemphill County","48211","29"
"Henderson County","48213","1,263"
"Hidalgo County","48215","24,424"
"Hill County","48217","714"
"Hockley County","48219","653"
"Hood County","48221","1,144"
"Hopkins County","48223","464"
"Houston County","48225","629"
"Howard County","48227","544"
"Hudspeth County","48229","67"
"Hunt County","48231","1,741"
"Hutchinson County","48233","296"
"Irion County","48235","277"
"Jack County","48237","145"
"Jackson County","48239","373"
"Jasper County","48241","941"
"Jeff Davis County","48243","28"
"Jefferson County","48245","6,431"
"Jim Hogg County","48247","291"
"Jim Wells County","48249","1,693"
"Johnson County","48251","3,205"
"Jones County","48253","316"
"Karnes County","48255","364"
"Kaufman County","48257","2,106"
"Kendall County","48259","646"
"Kenedy County","48261","29"
"Kent County","48263","69"
"Kerr County","48265","893"
"Kimble County","48267","50"
"King County","48269","*"
"Kinney County","48271","96"
"Kleberg County","48273","878"
"Knox County","48275","79"
"La Salle County","48283","199"
"Lamar County","48277","1,271"
"Lamb County","48279","329"
"Lampasas County","48281","498"
"Lavaca County","48285","471"
"Lee County","48287","254"
"Leon County","48289","373"
"Liberty County","48291","1,616"
"Limestone County","48293","484"
"Lipscomb County","48295","38"
"Live Oak County","48297","274"
"Llano County","48299","193"
"Lubbock County","48303","6,423"
"Lynn County","48305","75"
"Madison County","48313","213"
"Marion County","48315","174"
"Martin County","48317","177"
"Mason County","48319","78"
"Matagorda County","48321","1,093"
"Maverick County","48323","2,976"
"McCulloch County","48307","152"
"McLennan County","48309","5,302"
"McMullen County","48311","30"
"Medina County","48325","1,055"
"Menard County","48327","30"
"Midland County","48329","2,276"
"Milam County","48331","605"
"Mills County","48333","70"
"Mitchell County","48335","183"
"Montague County","48337","465"
"Montgomery County","48339","6,951"
"Moore County","48341","364"
"Morris County","48343","392"
"Motley County","48345","34"
"Nacogdoches County","48347","1,500"
"Navarro County","48349","1,207"
"Newton County","48351","340"
"Nolan County","48353","294"
"Nueces County","48355","11,678"
"Ochiltree County","48357","102"
"Oldham County","48359","22"
"Orange County","48361","1,370"
"Palo Pinto County","48363","625"
"Panola County","48365","696"
"Parker County","48367","1,893"
"Parmer County","48369","169"
"Pecos County","48371","315"
"Polk County","48373","912"
"Potter County","48375","3,991"
"Presidio County","48377","107"
"Rains County","48379","181"
"Randall County","48381","384"
"Reagan County","48383","87"
"Real County","48385","64"
"Red River County","48387","326"
"Reeves County","48389","372"
"Refugio County","48391","217"
"Robertson County","48395","446"
"Rockwall County","48397","1,012"
"Runnels County","48399","199"
"Rusk County","48401","847"
"Sabine County","48403","144"
"San Augustine County","48405","239"
"San Jacinto County","48407","542"
"San Patricio County","48409","2,247"
"San Saba County","48411","62"
"Schleicher County","48413","66"
"Scurry County","48415","272"
"Shackelford County","48417","14"
"Shelby County","48419","459"
"Sherman County","48421","27"
"Smith County","48423","5,042"
"Somervell County","48425","121"
"Starr County","48427","1,755"
"Stephens County","48429","189"
"Sterling County","48431","*"
"Stonewall County","48433","38"
"Sutton County","48435","110"
"Swisher County","48437","187"
"Tarrant County","48439","38,497"
"Taylor County","48441","2,544"
"Terrell County","48443","31"
"Terry County","48445","354"
"Throckmorton County","48447","13"
"Titus County","48449","729"
"Tom Green County","48451","2,183"
"Travis County","48453","17,230"
"Trinity County","48455","253"
"Tyler County","48457","371"
"Unknown","48999","381"
"Upshur County","48459","673"
"Upton County","48461","62"
"Uvalde County","48463","1,068"
"Val Verde County","48465","1,826"
"Van Zandt County","48467","756"
"Victoria County","48469","2,579"
"Walker County","48471","1,132"
"Waller County","48473","742"
"Ward County","48475","224"
"Washington County","48477","760"
"Webb County","48479","8,362"
"Wharton County","48481","1,470"
"Wheeler County","48483","92"
"Wichita County","48485","2,180"
"Wilbarger County","48487","358"
"Willacy County","48489","890"
"Williamson County","48491","5,521"
"Wilson County","48493","733"
"Winkler County","48495","134"
"Wise County","48497","790"
"Wood County","48499","795"
"Yoakum County","48501","173"
"Young County","48503","310"
"Zapata County","48505","365"
"Zavala County","48507","516"
